Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
Senior Machine Learning Engineer II,Apollo.io,India,6-8 year,Working at Apollo: We are a remote-first inclusive organization focused on operational excellence. Our way of working ensures clear expectations and an environment to do your best work with...,"Aartificial intelligence,Apache Airflow,Databricks,Deep Learning,Effective communication skills,Keras software library,Large Language Models - LLMs,Machine learning techniques,MLflow,Natural Language Processing (NLP),Python Programming,PyTorch,Scikit-learn,Snowflake,TensorFlow",7 May 2025,https://www.karkidi.com/job-details/89260-senior-machine-learning-engineer-ii-job,Full Time,2025-05-20T17:57:48.778599,"['aartificial intelligence', 'apache airflow', 'databricks', 'deep learning', 'effective communication skills', 'keras software library', 'large language models - llms', 'machine learning techniques', 'mlflow', 'natural language processing', 'python programming', 'pytorch', 'scikit-learn', 'snowflake', 'tensorflow']",aartificial intelligence apache airflow databricks deep learning effective communication skills keras software library large language models - llms machine learning techniques mlflow natural language processing python programming pytorch scikit-learn snowflake tensorflow,0
Senior Backend Engineer,Apollo.io,India,6-8 year,"As a Senior Backend Engineer, you will be a critical part of our growing company, working on a cross-functional team to implement best practices in technology, architecture, and process. You'll...","Agile methodologies,Ansible,Database,Docker,Infrastructure as code,Kubernetes-K8s,Machine learning techniques,Node.js,NoSQL,React.js,Redux,RESTful,Ruby on Rails,SQL,Terraform",7 May 2025,https://www.karkidi.com/job-details/89254-senior-backend-engineer-job,Full Time,2025-05-20T17:57:48.779241,"['agile methodologies', 'ansible', 'database', 'docker', 'infrastructure as code', 'kubernetes-k8s', 'machine learning techniques', 'node.js', 'nosql', 'react.js', 'redux', 'restful', 'ruby on rails', 'sql', 'terraform']",agile methodologies ansible database docker infrastructure as code kubernetes-k8s machine learning techniques node.js nosql react.js redux restful ruby on rails sql terraform,3
Applied Scientist,Typeface,"Hyderabad, Telangana, India; Bengaluru, Karnataka, India",2-4 year,Who we are? Typeface is on a mission to help everyone express their unique imagination. We believe technology is a creative partner that empowers any company to tell their unique stories...,"AWS Sagemaker,C Programming,C++,Computer Vision (CV),Generative AI,Google Cloud Platform (GCP),Machine learning techniques,Natural Language Processing (NLP),NeurIPS,Python Programming",6 May 2025,https://www.karkidi.com/job-details/89231-applied-scientist-job,Full Time,2025-05-20T17:57:48.781525,"['aws sagemaker', 'c programming', 'c++', 'computer vision', 'generative ai', 'google cloud platform', 'machine learning techniques', 'natural language processing', 'neurips', 'python programming']",aws sagemaker c programming c++ computer vision generative ai google cloud platform machine learning techniques natural language processing neurips python programming,3
Data Scientist1-2,DXC Technology,"Bangalore, Karnataka, India",4-6 year,Data Scientist to collaborate with Data Analytics Engineers in delivering advanced insights And predictive analytics for supply chain operations. This role Involves leveraging...,"Data science techniques,Data Visualization,KPIs,Machine learning techniques,Python Programming,SQL,Supply Chain Management,Tableau",6 May 2025,https://www.karkidi.com/job-details/89221-data-scientist1-2-job,Full Time,2025-05-20T17:57:48.782163,"['data science techniques', 'data visualization', 'kpis', 'machine learning techniques', 'python programming', 'sql', 'supply chain management', 'tableau']",data science techniques data visualization kpis machine learning techniques python programming sql supply chain management tableau,4
Data Scientist / Applied AI Scientist,JustAnswer,India,2-4 year,About the Role We are seeking a talented Data Scientist to join our AI and Data Science team. This role involves leveraging analytical expertise and machine learning skills to develop...,"Continuous Integration & Continuous Delivery - CI/CD,Google BigQuery,Keras software library,Large Language Models - LLMs,Natural Language Processing (NLP),Python Programming,PyTorch,Reinforcement Learning,SQL,TensorFlow",6 May 2025,https://www.karkidi.com/job-details/89204-data-scientist-applied-ai-scientist-job,Not found,2025-05-20T17:57:48.782836,"['continuous integration continuous delivery - ci cd', 'google bigquery', 'keras software library', 'large language models - llms', 'natural language processing', 'python programming', 'pytorch', 'reinforcement learning', 'sql', 'tensorflow']",continuous integration continuous delivery - ci cd google bigquery keras software library large language models - llms natural language processing python programming pytorch reinforcement learning sql tensorflow,3
"Staff Software Engineer, Copilot AI Infra",Clari,"Bengaluru, Karnataka, India",8-10 year,The Engineering Team at Clari is deeply committed to building an enterprise-grade platform that serves as the backbone for our customer's most critical business process - Revenue. With an...,"Aartificial intelligence,AWS,Design,Infrastructure as code,Java Programming,Large Language Models - LLMs,MongoDB,NoSQL,Python Programming,SQL",2 May 2025,https://www.karkidi.com/job-details/89129-staff-software-engineer-copilot-ai-infra-job,Full Time,2025-05-20T17:57:48.783504,"['aartificial intelligence', 'aws', 'design', 'infrastructure as code', 'java programming', 'large language models - llms', 'mongodb', 'nosql', 'python programming', 'sql']",aartificial intelligence aws design infrastructure as code java programming large language models - llms mongodb nosql python programming sql,0
"Principal Software Engineer, Copilot",Clari,"Bengaluru, Karnataka, India",12-14 year,The Engineering Team at Clari is deeply committed to building an enterprise-grade platform that serves as the backbone for our customer's most critical business process - Revenue. With an...,"Aartificial intelligence,AWS,Design,Java Programming,Large Language Models - LLMs,MongoDB,NoSQL,Python Programming,SQL",2 May 2025,https://www.karkidi.com/job-details/89128-principal-software-engineer-copilot-job,Full Time,2025-05-20T17:57:48.784110,"['aartificial intelligence', 'aws', 'design', 'java programming', 'large language models - llms', 'mongodb', 'nosql', 'python programming', 'sql']",aartificial intelligence aws design java programming large language models - llms mongodb nosql python programming sql,0
Lead Solution Architect - Mumbai,Abbott Laboratories,"Mumbai, Maharashtra, India",6-8 year,"The central Advanced Analytics team at the Abbott Established Pharma Division’s (EPD) headquarters in Basel helps define and lead the transformation towards becoming a global, data-driven...","AWS,Data science techniques,DevOps,Jenkins,Lambda,Terraform",2 May 2025,https://www.karkidi.com/job-details/89112-lead-solution-architect-mumbai-job,Full Time,2025-05-20T17:57:48.784685,"['aws', 'data science techniques', 'devops', 'jenkins', 'lambda', 'terraform']",aws data science techniques devops jenkins lambda terraform,4
Lead Analytics Developer,Abbott Laboratories,"Mumbai, Maharashtra, India",6-8 year,"With the above requirements in mind, EPD is looking to fill a role of a Lead Software Developer reporting to the Head of AA Product Development. The Lead Software Developer will be responsible for...","AWS,C Programming,C++,Continuous Integration & Continuous Delivery - CI/CD,DevOps,Django,Lambda,MySQL,Node.js,Python Programming,SQL",2 May 2025,https://www.karkidi.com/job-details/89111-lead-analytics-developer-job,Full Time,2025-05-20T17:58:02.673200,"['aws', 'c programming', 'c++', 'continuous integration continuous delivery - ci cd', 'devops', 'django', 'lambda', 'mysql', 'node.js', 'python programming', 'sql']",aws c programming c++ continuous integration continuous delivery - ci cd devops django lambda mysql node.js python programming sql,3
Senior Business Analyst and Scrum Master,Abbott Laboratories,"Mumbai, Maharashtra, India",6-8 year,"With the above requirements in mind, EPD is looking to fill a role of a Senior Business Analyst and Scrum Master reporting to the Head of AA Product Development. The Senior Business Analyst and...","Business Analytics,Confluence,Data science techniques,JIRA,Scrum Agile Methodology",2 May 2025,https://www.karkidi.com/job-details/89110-senior-business-analyst-and-scrum-master-job,Full Time,2025-05-20T17:58:02.673948,"['business analytics', 'confluence', 'data science techniques', 'jira', 'scrum agile methodology']",business analytics confluence data science techniques jira scrum agile methodology,4
Cloud Engineer - Mumbai,Abbott Laboratories,"Mumbai, Maharashtra, India",4-6 year,"Primary Job Function: With the above requirements in mind, EPD is looking to fill a role of a Cloud Engineer reporting to the Head of AA Product Development. The Cloud Engineer will be...","Aartificial intelligence,Amazon RedShift,AWS,Data Analytics,Data science techniques,Django,Node.js,PySpark,Python Programming,RESTful,Scala Programming",2 May 2025,https://www.karkidi.com/job-details/89109-cloud-engineer-mumbai-job,Full Time,2025-05-20T17:58:02.674520,"['aartificial intelligence', 'amazon redshift', 'aws', 'data analytics', 'data science techniques', 'django', 'node.js', 'pyspark', 'python programming', 'restful', 'scala programming']",aartificial intelligence amazon redshift aws data analytics data science techniques django node.js pyspark python programming restful scala programming,4
